R:A::C:P,0,1,2 6,3 4 5
0,0.4666666666666667,0.13333333333333333,0.15,0.25
1,0.28313253012048195,0.18674698795180722,0.27710843373493976,0.25301204819277107
2 6,0.1134020618556701,0.1958762886597938,0.3402061855670103,0.35051546391752575
3 4 5,0.1320754716981132,0.018867924528301886,0.32075471698113206,0.5283018867924528
