R:A::C:P,0 3,1 4 5,2 6
0 3,0.3806818181818182,0.4090909090909091,0.21022727272727273
1 4 5,0.3327272727272727,0.44545454545454544,0.22181818181818183
2 6,0.2732732732732733,0.4159159159159159,0.3108108108108108
