R:A::C:P,0,1,2,3,4,5,6,7,p
0,27,15,7,6,6,3,0,0,4
1,42,55,33,13,19,20,5,10,29
2,11,22,22,16,3,8,5,4,20
3,5,4,5,7,2,4,2,0,5
4,4,0,4,3,1,6,3,1,2
5,4,1,2,2,4,6,5,1,1
6,4,2,2,3,6,6,10,0,4
7,2,1,1,0,0,0,0,1,2
p,5,1,5,1,1,1,4,1,3
