R:A::C:P,0 3,1,2,4 5 6
0 3,0.3333333333333333,0.17073170731707318,0.12195121951219512,0.37398373983739835
1,0.325,0.25,0.125,0.3
2,0.27325581395348836,0.18023255813953487,0.1744186046511628,0.37209302325581395
4 5 6,0.2524271844660194,0.12135922330097088,0.1262135922330097,0.5
