R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.11787072243346007,0.034220532319391636,0.030418250950570342,0.030418250950570342,0.03612167300380228
1,0.1844106463878327,0.0817490494296578,0.07604562737642585,0.03612167300380228,0.051330798479087454
2,0.06844106463878327,0.03802281368821293,0.045627376425855515,0.039923954372623575,0.019011406844106463
3,0.028517110266159697,0.005703422053231939,0.017110266159695818,0.009505703422053232,0.0038022813688212928
4,0.030418250950570342,0.0038022813688212928,0.009505703422053232,0.0019011406844106464,0.0
