R:A::C:P,0,1,2 4,3,5,6
0,17,5,9,2,2,0
1,18,18,17,12,5,0
2 4,5,4,13,13,4,2
3,0,1,4,2,0,0
5,1,0,1,1,0,1
6,1,0,0,1,0,0
