R:A::C:P,0,1 5 6,2,3 4
0,0.12598425196850394,0.04318936877076412,0.041666666666666664,0.024456521739130436
1 5 6,0.6220472440944882,0.654485049833887,0.5297619047619048,0.6168478260869565
2,0.15354330708661418,0.2026578073089701,0.24404761904761904,0.1983695652173913
3 4,0.0984251968503937,0.09966777408637874,0.18452380952380953,0.16032608695652173
