R:A::C:P,0,1 5 6,2,3 4
0,0.43243243243243246,0.35135135135135137,0.0945945945945946,0.12162162162162163
1 5 6,0.18202764976958524,0.4539170506912442,0.10253456221198157,0.26152073732718895
2,0.14181818181818182,0.44363636363636366,0.14909090909090908,0.26545454545454544
3 4,0.14285714285714285,0.34285714285714286,0.17714285714285713,0.33714285714285713
