R:A::C:P,0 5,1,2 6,3,4
0 5,0.3941176470588235,0.18235294117647058,0.17647058823529413,0.12941176470588237,0.11764705882352941
1,0.30708661417322836,0.2650918635170604,0.2073490813648294,0.08923884514435695,0.13123359580052493
2 6,0.2852852852852853,0.12912912912912913,0.3108108108108108,0.14114114114114115,0.13363363363363365
3,0.3235294117647059,0.10784313725490197,0.27450980392156865,0.14705882352941177,0.14705882352941177
4,0.2328767123287671,0.0684931506849315,0.3013698630136986,0.1780821917808219,0.2191780821917808
