R:A::C:P,0 5,1,2 6,3,4
0 5,0.1580188679245283,0.13247863247863248,0.08196721311475409,0.12359550561797752,0.10526315789473684
1,0.2759433962264151,0.43162393162393164,0.21584699453551912,0.19101123595505617,0.2631578947368421
2 6,0.4481132075471698,0.36752136752136755,0.5655737704918032,0.5280898876404494,0.46842105263157896
3,0.07783018867924528,0.04700854700854701,0.07650273224043716,0.08426966292134831,0.07894736842105263
4,0.04009433962264151,0.021367521367521368,0.060109289617486336,0.07303370786516854,0.08421052631578947
