R:A::C:P,0 5,1,2,3 4 6
0 5,0.048132183908045974,0.022270114942528736,0.01221264367816092,0.039511494252873564
1,0.08405172413793104,0.07255747126436782,0.028017241379310345,0.08908045977011494
2,0.05244252873563218,0.035919540229885055,0.029454022988505746,0.07974137931034483
3 4 6,0.11997126436781609,0.03735632183908046,0.05100574712643678,0.19827586206896552
