R:A::C:P,0 5,1,2,3 4 6
0 5,0.1580188679245283,0.13247863247863248,0.10119047619047619,0.09717314487632508
1,0.2759433962264151,0.43162393162393164,0.23214285714285715,0.21908127208480566
2,0.1721698113207547,0.21367521367521367,0.24404761904761904,0.196113074204947
3 4 6,0.3938679245283019,0.2222222222222222,0.4226190476190476,0.4876325088339223
