R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.5542857142857143,0.11428571428571428,0.11428571428571428,0.21714285714285714
3,0.42,0.18,0.12,0.28
4,0.4358974358974359,0.10256410256410256,0.1794871794871795,0.28205128205128205
5 6,0.3592814371257485,0.1317365269461078,0.19760479041916168,0.31137724550898205
