R:A::C:P,0 1 2 6,3 5,4
0 1 2 6,0.9027237354085603,0.7580645161290323,0.7719298245614035
3 5,0.07392996108949416,0.22580645161290322,0.10526315789473684
4,0.023346303501945526,0.016129032258064516,0.12280701754385964
