R:A::C:P,0 1 2 6,3 5,4
0 1 2 6,0.6170212765957447,0.125,0.11702127659574468
3 5,0.05053191489361702,0.03723404255319149,0.015957446808510637
4,0.015957446808510637,0.0026595744680851063,0.018617021276595744
