R:A::C:P,0,1,2 3 4,5 6
0,0.029449423815621,0.016645326504481434,0.029449423815621,0.01792573623559539
1,0.07682458386683738,0.08962868117797695,0.11395646606914213,0.07810499359795134
2 3 4,0.04353393085787452,0.05121638924455826,0.15749039692701663,0.08194622279129321
5 6,0.024327784891165175,0.030729833546734954,0.09218950064020487,0.06658130601792574
