R:A::C:P,0,1,2 3 4,5 6
0,0.16911764705882354,0.08843537414965986,0.0749185667752443,0.07329842931937172
1,0.4411764705882353,0.47619047619047616,0.2899022801302932,0.3193717277486911
2 3 4,0.25,0.272108843537415,0.4006514657980456,0.33507853403141363
5 6,0.13970588235294118,0.16326530612244897,0.23452768729641693,0.27225130890052357
