R:A::C:P,0 1 5,2 6,3 4
0 1 5,0.22701149425287356,0.07830459770114942,0.09051724137931035
2 6,0.19827586206896552,0.14870689655172414,0.1314655172413793
3 4,0.04741379310344827,0.035919540229885055,0.042385057471264365
