R:A::C:P,0,1,2 6,3 4 5
0,0.12598425196850394,0.0811965811965812,0.02459016393442623,0.026022304832713755
1,0.36220472440944884,0.43162393162393164,0.21584699453551912,0.20260223048327136
2 6,0.3464566929133858,0.36752136752136755,0.5655737704918032,0.5297397769516728
3 4 5,0.16535433070866143,0.11965811965811966,0.19398907103825136,0.241635687732342
