R:A::C:P,0,1,2 6,3 4 5
0,0.43243243243243246,0.25675675675675674,0.12162162162162163,0.1891891891891892
1,0.24146981627296588,0.2650918635170604,0.2073490813648294,0.28608923884514437
2 6,0.13213213213213212,0.12912912912912913,0.3108108108108108,0.42792792792792794
3 4 5,0.15498154981549817,0.1033210332103321,0.26199261992619927,0.4797047970479705
