R:A::C:P,0 2,1 3 6,4 5
0 2,0.28199052132701424,0.24754098360655738,0.21944444444444444
1 3 6,0.5971563981042654,0.6442622950819672,0.6361111111111111
4 5,0.12085308056872038,0.10819672131147541,0.14444444444444443
