R:A::C:P,0 5,1,2 4,3 6
0 5,0.048132183908045974,0.022270114942528736,0.02658045977011494,0.02514367816091954
1,0.08405172413793104,0.07255747126436782,0.0639367816091954,0.05316091954022988
2 4,0.06465517241379311,0.039511494252873564,0.07686781609195402,0.06896551724137931
3 6,0.10775862068965517,0.033764367816091954,0.08979885057471264,0.12284482758620689
