R:A::C:P,0 6,1 2,3,4,5
0 6,0.37831858407079644,0.2537313432835821,0.3258426966292135,0.32105263157894737,0.4294117647058823
1 2,0.46238938053097345,0.5746268656716418,0.4101123595505618,0.4421052631578947,0.34705882352941175
3,0.06637168141592921,0.06467661691542288,0.08426966292134831,0.07894736842105263,0.09411764705882353
4,0.030973451327433628,0.05223880597014925,0.07303370786516854,0.08421052631578947,0.052941176470588235
5,0.061946902654867256,0.05472636815920398,0.10674157303370786,0.07368421052631578,0.07647058823529412
