R:A::C:P,0,1 4 5 6,2 3
0,0.4857142857142857,0.4,0.11428571428571428
1 4 5 6,0.25301204819277107,0.39759036144578314,0.3493975903614458
2 3,0.0975609756097561,0.34146341463414637,0.5609756097560976
