R:A::C:P,0 4,1,2,3 5 6
0 4,0.391304347826087,0.15217391304347827,0.16304347826086957,0.29347826086956524
1,0.415929203539823,0.1902654867256637,0.17699115044247787,0.2168141592920354
2,0.24324324324324326,0.18018018018018017,0.21621621621621623,0.36036036036036034
3 5 6,0.31958762886597936,0.09278350515463918,0.15463917525773196,0.4329896907216495
