R:A::C:P,0 4,1,2,3 5 6
0 4,0.19148936170212766,0.16279069767441862,0.1595744680851064,0.17088607594936708
1,0.5,0.5,0.425531914893617,0.310126582278481
2,0.14361702127659576,0.23255813953488372,0.2553191489361702,0.25316455696202533
3 5 6,0.16489361702127658,0.10465116279069768,0.1595744680851064,0.26582278481012656
