R:A::C:P,0 4,1 2 3,5,6
0 4,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.0
1 2 3,0.27927927927927926,0.6216216216216216,0.08108108108108109,0.018018018018018018
5,0.25,0.5,0.0,0.25
6,0.5,0.5,0.0,0.0
