R:A::C:P,0,1 4,2 6,3,5
0,0.4666666666666667,0.25,0.15,0.05,0.08333333333333333
1 4,0.2722222222222222,0.3277777777777778,0.2777777777777778,0.1,0.022222222222222223
2 6,0.1134020618556701,0.36082474226804123,0.3402061855670103,0.09278350515463918,0.09278350515463918
3,0.045454545454545456,0.2727272727272727,0.36363636363636365,0.13636363636363635,0.18181818181818182
5,0.23529411764705882,0.058823529411764705,0.29411764705882354,0.23529411764705882,0.17647058823529413
