R:A::C:P,0 1,2,3 5 6,4
0 1,0.5,0.27380952380952384,0.19963369963369965,0.29473684210526313
2,0.18237704918032788,0.24404761904761904,0.2032967032967033,0.17894736842105263
3 5 6,0.29098360655737704,0.3869047619047619,0.5457875457875457,0.4421052631578947
4,0.02663934426229508,0.09523809523809523,0.05128205128205128,0.08421052631578947
