R:A::C:P,antag,fool,other,protag
antag,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.16666666666666666
fool,0.5,0.0,0.0,0.5
other,0.28205128205128205,0.0,0.4358974358974359,0.28205128205128205
protag,0.10344827586206896,0.034482758620689655,0.4482758620689655,0.41379310344827586
