R:A::C:P,0 4,1 2,3 5
0 4,0.391304347826087,0.20930232558139536,0.21428571428571427
1 2,0.6086956521739131,0.6976744186046512,0.7857142857142857
3 5,0.0,0.09302325581395349,0.0
