R:A::C:P,0,1 5,2,3 4 6
0,0.4857142857142857,0.2,0.05714285714285714,0.2571428571428571
1 5,0.25675675675675674,0.3108108108108108,0.16216216216216217,0.2702702702702703
2,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.4117647058823529
3 4 6,0.125,0.0625,0.1875,0.625
