R:A::C:P,0 4 5,1 3,2
0 4 5,0.4230769230769231,0.28125,0.09090909090909091
1 3,0.4230769230769231,0.4375,0.6363636363636364
2,0.15384615384615385,0.28125,0.2727272727272727
