R:A::C:P,0 4 5,1 3,2
0 4 5,0.5,0.4090909090909091,0.09090909090909091
1 3,0.28205128205128205,0.358974358974359,0.358974358974359
2,0.21052631578947367,0.47368421052631576,0.3157894736842105
