R:A::C:P,0 1,2 3,4,5 6
0 1,0.5,0.2398843930635838,0.29473684210526313,0.1956521739130435
2 3,0.23975409836065573,0.3179190751445087,0.2578947368421053,0.27445652173913043
4,0.02663934426229508,0.0838150289017341,0.08421052631578947,0.04076086956521739
5 6,0.2336065573770492,0.3583815028901734,0.3631578947368421,0.4891304347826087
