R:A::C:P,0 3,1,2 4 5 6
0 3,0.46875,0.21875,0.3125
1,0.3389830508474576,0.3728813559322034,0.288135593220339
2 4 5 6,0.37142857142857144,0.11428571428571428,0.5142857142857142
