R:A::C:P,0 2 6,1 4 5,3
0 2 6,0.4540540540540541,0.41486486486486485,0.13108108108108107
1 4 5,0.43454545454545457,0.44545454545454544,0.12
3,0.4411764705882353,0.4117647058823529,0.14705882352941177
