R:A::C:P,0 1 6,2,3,4 5
0 1 6,0.5442764578833693,0.11447084233261338,0.1101511879049676,0.23110151187904968
2,0.38953488372093026,0.1744186046511628,0.13953488372093023,0.29651162790697677
3,0.36,0.18,0.18,0.28
4 5,0.3645833333333333,0.14583333333333334,0.11458333333333333,0.375
