R:A::C:P,0 6,1 5,2 4,3
0 6,0.5208333333333334,0.16666666666666666,0.1875,0.125
1 5,0.39344262295081966,0.1721311475409836,0.3114754098360656,0.12295081967213115
2 4,0.2923076923076923,0.2,0.35384615384615387,0.15384615384615385
3,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333
