                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                  01-2-3-4-5-6   37.50%     25.67%     21.17%     9.31%   
                  0-12-3-4-5-6   32.98%     27.90%     21.60%     10.19%  
                  0-16-2-3-4-5   30.05%     29.40%     23.41%     10.47%  
                  0-14-2-3-5-6   28.46%     22.17%     20.58%     6.31%   
                  0-1-26-3-4-5   27.93%     30.11%     23.50%     11.56%  
                  0-13-2-4-5-6   27.66%     27.38%     21.63%     9.11%   
                  0-1-23-4-5-6   26.60%     28.06%     22.07%     10.26%  
                  02-1-3-4-5-6   26.60%     24.20%     18.86%     5.91%   
                  0-1-24-3-5-6   26.33%     22.94%     20.66%     7.51%   
                  04-1-2-3-5-6   25.27%     21.95%     18.98%     6.46%   
                  05-1-2-3-4-6   25.27%     26.09%     20.17%     8.50%   
                  0-1-2-35-4-6   25.00%     28.92%     22.36%     10.88%  
                  0-1-25-3-4-6   25.00%     26.62%     20.75%     8.86%   
                  0-1-2-3-46-5   24.73%     27.11%     21.60%     9.87%   
                  0-1-2-3-4-56   24.47%     29.22%     21.93%     10.43%  
                  0-1-2-34-5-6   24.47%     24.96%     20.94%     8.76%   
                  06-1-2-3-4-5   24.47%     27.01%     20.47%     8.36%   
                  0-15-2-3-4-6   23.94%     25.56%     19.58%     6.61%   
                  03-1-2-4-5-6   23.94%     25.22%     19.52%     7.32%   
                  0-1-2-36-4-5   23.67%     27.91%     21.45%     9.57%   
                  0-1-2-3-45-6   23.14%     22.79%     19.39%     6.91%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                  0-1-26-3-4-5   27.93%     30.11%     23.50%     11.56%  
                  0-16-2-3-4-5   30.05%     29.40%     23.41%     10.47%  
                  0-1-2-3-4-56   24.47%     29.22%     21.93%     10.43%  
                  0-1-2-35-4-6   25.00%     28.92%     22.36%     10.88%  
                  0-1-23-4-5-6   26.60%     28.06%     22.07%     10.26%  
                  0-1-2-36-4-5   23.67%     27.91%     21.45%     9.57%   
                  0-12-3-4-5-6   32.98%     27.90%     21.60%     10.19%  
                  0-13-2-4-5-6   27.66%     27.38%     21.63%     9.11%   
                  0-1-2-3-46-5   24.73%     27.11%     21.60%     9.87%   
                  06-1-2-3-4-5   24.47%     27.01%     20.47%     8.36%   
                  0-1-25-3-4-6   25.00%     26.62%     20.75%     8.86%   
                  05-1-2-3-4-6   25.27%     26.09%     20.17%     8.50%   
                  01-2-3-4-5-6   37.50%     25.67%     21.17%     9.31%   
                  0-15-2-3-4-6   23.94%     25.56%     19.58%     6.61%   
                  03-1-2-4-5-6   23.94%     25.22%     19.52%     7.32%   
                  0-1-2-34-5-6   24.47%     24.96%     20.94%     8.76%   
                  02-1-3-4-5-6   26.60%     24.20%     18.86%     5.91%   
                  0-1-24-3-5-6   26.33%     22.94%     20.66%     7.51%   
                  0-1-2-3-45-6   23.14%     22.79%     19.39%     6.91%   
                  0-14-2-3-5-6   28.46%     22.17%     20.58%     6.31%   
                  04-1-2-3-5-6   25.27%     21.95%     18.98%     6.46%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                  0-1-26-3-4-5   27.93%     30.11%     23.50%     11.56%  
                  0-16-2-3-4-5   30.05%     29.40%     23.41%     10.47%  
                  0-1-2-35-4-6   25.00%     28.92%     22.36%     10.88%  
                  0-1-23-4-5-6   26.60%     28.06%     22.07%     10.26%  
                  0-1-2-3-4-56   24.47%     29.22%     21.93%     10.43%  
                  0-13-2-4-5-6   27.66%     27.38%     21.63%     9.11%   
                  0-1-2-3-46-5   24.73%     27.11%     21.60%     9.87%   
                  0-12-3-4-5-6   32.98%     27.90%     21.60%     10.19%  
                  0-1-2-36-4-5   23.67%     27.91%     21.45%     9.57%   
                  01-2-3-4-5-6   37.50%     25.67%     21.17%     9.31%   
                  0-1-2-34-5-6   24.47%     24.96%     20.94%     8.76%   
                  0-1-25-3-4-6   25.00%     26.62%     20.75%     8.86%   
                  0-1-24-3-5-6   26.33%     22.94%     20.66%     7.51%   
                  0-14-2-3-5-6   28.46%     22.17%     20.58%     6.31%   
                  06-1-2-3-4-5   24.47%     27.01%     20.47%     8.36%   
                  05-1-2-3-4-6   25.27%     26.09%     20.17%     8.50%   
                  0-15-2-3-4-6   23.94%     25.56%     19.58%     6.61%   
                  03-1-2-4-5-6   23.94%     25.22%     19.52%     7.32%   
                  0-1-2-3-45-6   23.14%     22.79%     19.39%     6.91%   
                  04-1-2-3-5-6   25.27%     21.95%     18.98%     6.46%   
                  02-1-3-4-5-6   26.60%     24.20%     18.86%     5.91%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                  0-1-26-3-4-5   27.93%     30.11%     23.50%     11.56%  
                  0-1-2-35-4-6   25.00%     28.92%     22.36%     10.88%  
                  0-16-2-3-4-5   30.05%     29.40%     23.41%     10.47%  
                  0-1-2-3-4-56   24.47%     29.22%     21.93%     10.43%  
                  0-1-23-4-5-6   26.60%     28.06%     22.07%     10.26%  
                  0-12-3-4-5-6   32.98%     27.90%     21.60%     10.19%  
                  0-1-2-3-46-5   24.73%     27.11%     21.60%     9.87%   
                  0-1-2-36-4-5   23.67%     27.91%     21.45%     9.57%   
                  01-2-3-4-5-6   37.50%     25.67%     21.17%     9.31%   
                  0-13-2-4-5-6   27.66%     27.38%     21.63%     9.11%   
                  0-1-25-3-4-6   25.00%     26.62%     20.75%     8.86%   
                  0-1-2-34-5-6   24.47%     24.96%     20.94%     8.76%   
                  05-1-2-3-4-6   25.27%     26.09%     20.17%     8.50%   
                  06-1-2-3-4-5   24.47%     27.01%     20.47%     8.36%   
                  0-1-24-3-5-6   26.33%     22.94%     20.66%     7.51%   
                  03-1-2-4-5-6   23.94%     25.22%     19.52%     7.32%   
                  0-1-2-3-45-6   23.14%     22.79%     19.39%     6.91%   
                  0-15-2-3-4-6   23.94%     25.56%     19.58%     6.61%   
                  04-1-2-3-5-6   25.27%     21.95%     18.98%     6.46%   
                  0-14-2-3-5-6   28.46%     22.17%     20.58%     6.31%   
                  02-1-3-4-5-6   26.60%     24.20%     18.86%     5.91%   
