R:A::C:P,0,1,2,3,4,5,6,p
0,0.0,0.024271844660194174,0.006934812760055479,0.0027739251040221915,0.006934812760055479,0.0034674063800277394,0.0013869625520110957,0.005547850208044383
1,0.10540915395284327,0.0,0.0319001386962552,0.027045769764216365,0.03467406380027739,0.017337031900138695,0.03744798890429958,0.010402219140083218
2,0.031206657420249653,0.038834951456310676,0.0,0.028432732316227463,0.02912621359223301,0.027045769764216365,0.028432732316227463,0.0076282940360610264
3,0.012482662968099861,0.008321775312066574,0.012482662968099861,0.0,0.011095700416088766,0.009015256588072122,0.011095700416088766,0.0062413314840499305
4,0.008321775312066574,0.0034674063800277394,0.013869625520110958,0.009015256588072122,0.0,0.0062413314840499305,0.0034674063800277394,0.0062413314840499305
5,0.012482662968099861,0.009015256588072122,0.009015256588072122,0.013869625520110958,0.009015256588072122,0.0,0.0076282940360610264,0.005547850208044383
6,0.03536754507628294,0.04160887656033287,0.043689320388349516,0.040915395284327326,0.04160887656033287,0.046463245492371706,0.0,0.021497919556171984
p,0.006934812760055479,0.004160887656033287,0.004160887656033287,0.0034674063800277394,0.0048543689320388345,0.0076282940360610264,0.0034674063800277394,0.0
