R:A::C:P,0 3 5,1,2 6,4
0 3 5,0.5555555555555556,0.09090909090909091,0.2222222222222222,0.13131313131313133
1,0.40963855421686746,0.18674698795180722,0.27710843373493976,0.12650602409638553
2 6,0.29896907216494845,0.1958762886597938,0.3402061855670103,0.16494845360824742
4,0.21428571428571427,0.0,0.2857142857142857,0.5
