R:A::C:P,0 1 2 4,3 5,6
0 1 2 4,0.8505434782608695,0.7699115044247787,0.6444444444444445
3 5,0.08967391304347826,0.168141592920354,0.17777777777777778
6,0.059782608695652176,0.061946902654867256,0.17777777777777778
