R:A::C:P,0,1,2,3 4,5,6
0,32,19,7,9,5,2
1,92,101,39,84,25,40
2,39,50,41,73,34,38
3 4,25,16,31,59,25,19
5,17,12,10,33,13,11
6,49,36,40,110,68,88
