R:A::C:P,0 1,2,3 4,5,6
0 1,0.5,0.27380952380952384,0.25271739130434784,0.17647058823529413,0.21212121212121213
2,0.18237704918032788,0.24404761904761904,0.1983695652173913,0.2,0.1919191919191919
3 4,0.08401639344262295,0.18452380952380953,0.16032608695652173,0.14705882352941177,0.09595959595959595
5,0.05942622950819672,0.05952380952380952,0.08967391304347826,0.07647058823529412,0.05555555555555555
6,0.17418032786885246,0.23809523809523808,0.29891304347826086,0.4,0.4444444444444444
