R:A::C:P,0 1,2 3,4 5,6
0 1,0.8484848484848485,0.43243243243243246,0.6666666666666666,0.0
2 3,0.12121212121212122,0.4594594594594595,0.2857142857142857,0.5
4 5,0.030303030303030304,0.08108108108108109,0.047619047619047616,0.5
6,0.0,0.02702702702702703,0.0,0.0
