R:A::C:P,0,1 4,2,3 5 6
0,0.3010752688172043,0.12931034482758622,0.0784313725490196,0.11206896551724138
1 4,0.5268817204301075,0.5086206896551724,0.45098039215686275,0.4224137931034483
2,0.10752688172043011,0.2413793103448276,0.2549019607843137,0.25862068965517243
3 5 6,0.06451612903225806,0.1206896551724138,0.21568627450980393,0.20689655172413793
