R:A::C:P,0,1 2,3 4 5,6
0,0.022988505747126436,0.01867816091954023,0.010057471264367816,0.0014367816091954023
1 2,0.09410919540229885,0.16594827586206898,0.15517241379310345,0.05603448275862069
3 4 5,0.03017241379310345,0.04956896551724138,0.09339080459770115,0.021551724137931036
6,0.035201149425287355,0.05459770114942529,0.1278735632183908,0.06321839080459771
