R:A::C:P,0,1 2 3,4 5 6
0,0.2153846153846154,0.11570247933884298,0.07792207792207792
1 2 3,0.6692307692307692,0.7603305785123967,0.6493506493506493
4 5 6,0.11538461538461539,0.12396694214876033,0.2727272727272727
