R:A::C:P,0 1,2,3 4,5 6
0 1,0.30319148936170215,0.06648936170212766,0.1276595744680851,0.10372340425531915
2,0.07180851063829788,0.034574468085106384,0.05053191489361702,0.05851063829787234
3 4,0.010638297872340425,0.02127659574468085,0.0425531914893617,0.02127659574468085
5 6,0.018617021276595744,0.013297872340425532,0.02925531914893617,0.026595744680851064
