R:A::C:P,0 1,2,3 4,5 6
0 1,0.75,0.49019607843137253,0.5106382978723404,0.4936708860759494
2,0.17763157894736842,0.2549019607843137,0.20212765957446807,0.27848101265822783
3 4,0.02631578947368421,0.1568627450980392,0.1702127659574468,0.10126582278481013
5 6,0.046052631578947366,0.09803921568627451,0.11702127659574468,0.12658227848101267
