R:A::C:P,0 2,1,3 5,4,6
0 2,0.08548850574712644,0.04956896551724138,0.05818965517241379,0.028735632183908046,0.028735632183908046
1,0.09410919540229885,0.07255747126436782,0.042385057471264365,0.035919540229885055,0.028735632183908046
3 5,0.042385057471264365,0.016522988505747127,0.04525862068965517,0.020833333333333332,0.017241379310344827
4,0.017241379310344827,0.0035919540229885057,0.015804597701149427,0.011494252873563218,0.004310344827586207
6,0.0639367816091954,0.02586206896551724,0.08836206896551724,0.039511494252873564,0.06321839080459771
