R:A::C:P,0 2,1,3 5,4,6
0 2,0.34097421203438394,0.1977077363896848,0.23209169054441262,0.11461318051575932,0.11461318051575932
1,0.3438320209973753,0.2650918635170604,0.15485564304461943,0.13123359580052493,0.10498687664041995
3 5,0.29797979797979796,0.11616161616161616,0.3181818181818182,0.14646464646464646,0.12121212121212122
4,0.3287671232876712,0.0684931506849315,0.3013698630136986,0.2191780821917808,0.0821917808219178
6,0.22762148337595908,0.09207161125319693,0.3145780051150895,0.14066496163682865,0.22506393861892582
