R:A::C:P,0,1 4 5,2 6,3
0,0.4666666666666667,0.3333333333333333,0.15,0.05
1 4 5,0.26903553299492383,0.3401015228426396,0.27918781725888325,0.1116751269035533
2 6,0.1134020618556701,0.4536082474226804,0.3402061855670103,0.09278350515463918
3,0.045454545454545456,0.45454545454545453,0.36363636363636365,0.13636363636363635
