R:A::C:P,0,1 5,2 3 4 6
0,0.1069182389937107,0.0440251572327044,0.06918238993710692
1 5,0.11949685534591195,0.14465408805031446,0.20125786163522014
2 3 4 6,0.03773584905660377,0.05660377358490566,0.22012578616352202
