R:A::C:P,0,1 4,2,3,5 6
0,0.4117647058823529,0.25,0.14705882352941177,0.08823529411764706,0.10294117647058823
1 4,0.28,0.288,0.18,0.08,0.172
2,0.15315315315315314,0.2702702702702703,0.21621621621621623,0.1891891891891892,0.17117117117117117
3,0.08823529411764706,0.14705882352941177,0.2647058823529412,0.14705882352941177,0.35294117647058826
5 6,0.19047619047619047,0.31746031746031744,0.09523809523809523,0.15873015873015872,0.23809523809523808
