R:A::C:P,0 4,1,2 3 5 6
0 4,0.19148936170212766,0.16279069767441862,0.16666666666666666
1,0.5,0.5,0.3531746031746032
2 3 5 6,0.30851063829787234,0.3372093023255814,0.4801587301587302
