R:A::C:P,0,1,2,3,4 5,6
0,17,5,2,2,9,0
1,18,18,11,12,11,0
2,4,4,8,11,5,2
3,0,1,2,2,2,0
4 5,2,0,2,3,3,1
6,1,0,0,1,0,0
