R:A::C:P,0,1 4 5,2 6,3
0,0.12598425196850394,0.050505050505050504,0.02459016393442623,0.016853932584269662
1 4 5,0.46062992125984253,0.41245791245791247,0.3333333333333333,0.3707865168539326
2 6,0.3464566929133858,0.4663299663299663,0.5655737704918032,0.5280898876404494
3,0.06692913385826772,0.0707070707070707,0.07650273224043716,0.08426966292134831
