R:A::C:P,0,1 5,2,3 4 6
0,0.12598425196850394,0.0594059405940594,0.041666666666666664,0.019434628975265017
1 5,0.42913385826771655,0.37376237623762376,0.2916666666666667,0.2968197879858657
2,0.15354330708661418,0.2079207920792079,0.24404761904761904,0.196113074204947
3 4 6,0.29133858267716534,0.3589108910891089,0.4226190476190476,0.4876325088339223
