R:A::C:P,0,1 5,2,3 4 6
0,0.43243243243243246,0.32432432432432434,0.0945945945945946,0.14864864864864866
1 5,0.22851153039832284,0.3165618448637317,0.10272536687631027,0.3522012578616352
2,0.14181818181818182,0.3054545454545455,0.14909090909090908,0.4036363636363636
3 4 6,0.13074204946996468,0.25618374558303886,0.1254416961130742,0.4876325088339223
