R:A::C:P,0,1 5,2,3 4 6
0,0.022988505747126436,0.017241379310344827,0.005028735632183908,0.007902298850574713
1 5,0.07830459770114942,0.10847701149425287,0.035201149425287355,0.1206896551724138
2,0.028017241379310345,0.0603448275862069,0.029454022988505746,0.07974137931034483
3 4 6,0.05316091954022988,0.10416666666666667,0.05100574712643678,0.19827586206896552
