R:A::C:P,0 4,1,2 3 5 6
0 4,0.1761006289308176,0.031446540880503145,0.05660377358490566
1,0.1509433962264151,0.11320754716981132,0.1761006289308176
2 3 5 6,0.05660377358490566,0.031446540880503145,0.20754716981132076
