name,overall,average,f1,mcc
01-23-4-5,0.6375,0.45454545454545453,0.4816017316017316,0.3278626503265901
015-2-3-4,0.575,0.37805451127819545,0.43101386896221905,0.26250116098206583
01-2-35-4,0.525,0.3630382775119617,0.41840882694541226,0.2355110571619934
01-25-3-4,0.525,0.35909090909090907,0.4119047619047619,0.22558535679525357
013-2-4-5,0.5875,0.37636116152450094,0.41840882694541226,0.19554918078554923
012-3-4-5,0.7625,0.32770270270270274,0.382494004796163,0.1465999579529772
01-2-3-45,0.525,0.32137161084529503,0.323170731707317,0.1307206873437292
01-2-34-5,0.525,0.2880382775119617,0.281153924984628,0.089758915236042
01-24-3-5,0.5375,0.2543290043290043,0.2694805194805195,0.07906825028298752
014-2-3-5,0.525,0.23684210526315788,0.2513885534894953,0.05202735932869952
